checking,duration,history,purpose,amount,savings,employed,installp,marital,coapp,resident,property,age,housing,existcr,job,depends,telephon,foreign,good_bad
< 0 DM,48,Existing paid,Old Car,10297,< 100 DM ,4-7 Years,4,Male M/D,None,4,Unknown,39,Free,3,Skilled,2,Registered,No,bad
No Acc,30,Existing paid,Television,1867,Unknown,>7 Years,4,Male M/D,None,4,Others,58,Own,1,Skilled,1,Registered,No,good
< 0 DM,12,Delayed,New Car,1344,< 100 DM ,1-4 Years,4,Male M/D,None,2,Real Estate,43,Own,2,Unskilled,2,None,No,good
< 0 DM,24,Existing paid,Furniture,1747,< 100 DM ,1 Year,4,Male M/D,Co-app,1,Building society,24,Own,1,Unskilled,1,None,Yes,good
0 <= ... < 200 DM,9,Existing paid,Television,1670,< 100 DM ,1 Year,4,Female M/D,None,2,Others,22,Own,1,Skilled,1,Registered,No,bad
No Acc,9,Dues Remain,New Car,1224,< 100 DM ,1-4 Years,3,Male M/D,None,1,Real Estate,30,Own,2,Skilled,1,None,No,good
No Acc,12,Dues Remain,Television,522,500-1000 DM,>7 Years,4,Male M/D,None,4,Building society,42,Own,2,Skilled,2,Registered,No,good
< 0 DM,12,Existing paid,Television,1498,< 100 DM ,1-4 Years,4,Female M/D,None,1,Others,23,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,30,Delayed,Television,1919,100-500 DM,1 Year,4,Male M/D,None,3,Unknown,30,Own,2,Highly Qualified,1,None,No,bad
>= 200 DM,9,Existing paid,Television,745,< 100 DM ,1-4 Years,3,Female M/D,None,2,Real Estate,28,Own,1,Unskilled,1,None,No,bad
0 <= ... < 200 DM,6,Existing paid,Television,2063,< 100 DM ,1 Year,4,Male S,None,3,Others,30,Rent,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,60,Existing paid,Education,6288,< 100 DM ,1-4 Years,4,Male M/D,None,4,Unknown,42,Free,1,Skilled,1,None,No,bad
No Acc,24,Dues Remain,Old Car,6842,Unknown,1-4 Years,2,Male M/D,None,4,Building society,46,Own,2,Highly Qualified,2,Registered,No,good
No Acc,12,Existing paid,New Car,3527,Unknown,1 Year,2,Male M/D,None,3,Building society,45,Own,1,Highly Qualified,2,Registered,No,good
No Acc,10,Existing paid,New Car,1546,< 100 DM ,1-4 Years,3,Male M/D,None,2,Real Estate,31,Own,1,Unskilled,2,None,Yes,good
No Acc,24,Existing paid,Furniture,929,Unknown,4-7 Years,4,Male M/D,None,2,Others,31,Own,1,Skilled,1,Registered,No,good
No Acc,4,Dues Remain,New Car,1455,< 100 DM ,4-7 Years,2,Male M/D,None,1,Real Estate,42,Own,3,Unskilled,2,None,No,good
< 0 DM,15,Existing paid,Furniture,1845,< 100 DM ,1 Year,4,Female M/D,Guarantor,1,Building society,46,Rent,1,Skilled,1,None,No,good
0 <= ... < 200 DM,48,All Paid,New Car,8358,500-1000 DM,1 Year,1,Female M/D,None,1,Others,30,Own,2,Skilled,1,None,No,good
< 0 DM,24,Bank paid,Furniture,3349,500-1000 DM,1 Year,4,Male M/D,None,4,Unknown,30,Free,1,Skilled,2,Registered,No,bad
No Acc,12,Existing paid,New Car,2859,Unknown,Unemployed,4,Male M/D,None,4,Unknown,38,Own,1,Highly Qualified,1,Registered,No,good
No Acc,18,Existing paid,Furniture,1533,< 100 DM ,1 Year,4,Male S,Co-app,1,Building society,43,Own,1,Unskilled,2,None,No,bad
No Acc,24,Existing paid,Television,3621,100-500 DM,>7 Years,2,Male M/D,None,4,Others,31,Own,2,Skilled,1,None,No,bad
0 <= ... < 200 DM,18,Dues Remain,Business,3590,< 100 DM ,Unemployed,3,Male S,None,3,Others,40,Own,3,Unemployed,2,Registered,No,good
< 0 DM,36,Delayed,Business,2145,< 100 DM ,4-7 Years,2,Male M/D,None,1,Others,24,Own,2,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,24,Existing paid,Old Car,4113,500-1000 DM,1 Year,3,Female M/D,None,4,Others,28,Rent,1,Skilled,1,None,No,bad
No Acc,36,Existing paid,Furniture,10974,< 100 DM ,Unemployed,4,Female M/D,None,2,Others,26,Own,2,Highly Qualified,1,Registered,No,bad
< 0 DM,12,Existing paid,New Car,1893,< 100 DM ,1-4 Years,4,Female M/D,Guarantor,4,Building society,29,Own,1,Skilled,1,Registered,No,good
< 0 DM,24,Dues Remain,Television,1231,>1000 DM,>7 Years,4,Female M/D,None,4,Building society,57,Rent,2,Highly Qualified,1,Registered,No,good
>= 200 DM,30,Dues Remain,Television,3656,Unknown,>7 Years,4,Male M/D,None,4,Building society,49,Own,2,Unskilled,1,None,No,good
0 <= ... < 200 DM,9,Dues Remain,Television,1154,< 100 DM ,>7 Years,2,Male M/D,None,4,Real Estate,37,Own,3,Unskilled,1,None,No,good
< 0 DM,28,Existing paid,New Car,4006,< 100 DM ,1-4 Years,3,Male M/D,None,2,Others,45,Own,1,Unskilled,1,None,No,bad
0 <= ... < 200 DM,24,Existing paid,Furniture,3069,100-500 DM,>7 Years,4,Male M/D,None,4,Unknown,30,Free,1,Skilled,1,None,No,good
No Acc,6,Dues Remain,Television,1740,< 100 DM ,>7 Years,2,Male S,None,2,Real Estate,30,Rent,2,Skilled,1,None,No,good
0 <= ... < 200 DM,21,Delayed,New Car,2353,< 100 DM ,1-4 Years,1,Female S,None,4,Building society,47,Own,2,Skilled,1,None,No,good
No Acc,15,Existing paid,New Car,3556,Unknown,1-4 Years,3,Male M/D,None,2,Unknown,29,Own,1,Skilled,1,None,No,good
No Acc,24,Existing paid,Television,2397,500-1000 DM,>7 Years,3,Male M/D,None,2,Others,35,Own,2,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,6,Existing paid,Repairs,454,< 100 DM ,1 Year,3,Male S,None,1,Building society,22,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,30,Existing paid,Television,1715,Unknown,1-4 Years,4,Female M/D,None,1,Others,26,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,27,Dues Remain,Television,2520,500-1000 DM,1-4 Years,4,Male M/D,None,2,Building society,23,Own,2,Unskilled,1,None,No,bad
No Acc,15,Existing paid,Television,3568,< 100 DM ,>7 Years,4,Female M/D,None,2,Others,54,Rent,1,Highly Qualified,1,Registered,No,good
No Acc,42,Existing paid,Television,7166,Unknown,4-7 Years,2,Male S,None,4,Building society,29,Rent,1,Skilled,1,Registered,No,good
< 0 DM,11,Dues Remain,New Car,3939,< 100 DM ,1-4 Years,1,Male M/D,None,2,Real Estate,40,Own,2,Unskilled,2,None,No,good
0 <= ... < 200 DM,15,Existing paid,Repairs,1514,100-500 DM,1-4 Years,4,Male M/D,Guarantor,2,Real Estate,22,Own,1,Skilled,1,None,No,good
No Acc,24,Existing paid,New Car,7393,< 100 DM ,1-4 Years,1,Male M/D,None,4,Building society,43,Own,1,Unskilled,2,None,No,good
< 0 DM,24,Bank paid,New Car,1193,< 100 DM ,Unemployed,1,Female M/D,Co-app,4,Unknown,29,Rent,2,Unemployed,1,None,No,bad
< 0 DM,60,Existing paid,Business,7297,< 100 DM ,>7 Years,4,Male M/D,Co-app,4,Unknown,36,Rent,1,Skilled,1,None,No,bad
No Acc,30,Dues Remain,Television,2831,< 100 DM ,1-4 Years,4,Female M/D,None,2,Others,33,Own,1,Skilled,1,Registered,No,good
>= 200 DM,24,Existing paid,Television,1258,500-1000 DM,1-4 Years,3,Female M/D,None,3,Others,57,Own,1,Unskilled,1,None,No,good
0 <= ... < 200 DM,6,Existing paid,Television,753,< 100 DM ,1-4 Years,2,Female M/D,Guarantor,3,Real Estate,64,Own,1,Skilled,1,None,No,good
0 <= ... < 200 DM,18,Delayed,Business,2427,Unknown,>7 Years,4,Male M/D,None,2,Building society,42,Own,2,Skilled,1,None,No,good
No Acc,24,Delayed,New Car,2538,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,47,Own,2,Unskilled,2,None,No,bad
0 <= ... < 200 DM,15,Bank paid,New Car,1264,100-500 DM,1-4 Years,2,Male S,None,2,Building society,25,Rent,1,Skilled,1,None,No,bad
0 <= ... < 200 DM,30,Dues Remain,Furniture,8386,< 100 DM ,4-7 Years,2,Male M/D,None,2,Building society,49,Own,1,Skilled,1,None,No,bad
No Acc,48,Existing paid,Business,4844,< 100 DM ,Unemployed,3,Male M/D,None,2,Others,33,Rent,1,Highly Qualified,1,Registered,No,bad
>= 200 DM,21,Existing paid,New Car,2923,100-500 DM,1-4 Years,1,Female M/D,None,1,Others,28,Own,1,Highly Qualified,1,Registered,No,good
< 0 DM,36,Existing paid,Old Car,8229,< 100 DM ,1-4 Years,2,Male M/D,None,2,Building society,26,Own,1,Skilled,2,None,No,bad
No Acc,24,Dues Remain,Furniture,2028,< 100 DM ,4-7 Years,2,Male M/D,None,2,Building society,30,Own,2,Unskilled,1,None,No,good
< 0 DM,15,Dues Remain,Furniture,1433,< 100 DM ,1-4 Years,4,Female M/D,None,3,Building society,25,Rent,2,Skilled,1,None,No,good
>= 200 DM,42,All Paid,Business,6289,< 100 DM ,1 Year,2,Female S,None,1,Building society,33,Own,2,Skilled,1,None,No,good
No Acc,13,Existing paid,Television,1409,100-500 DM,Unemployed,2,Female M/D,None,4,Real Estate,64,Own,1,Skilled,1,None,No,good
< 0 DM,24,Existing paid,Old Car,6579,< 100 DM ,Unemployed,4,Male M/D,None,2,Unknown,29,Free,1,Highly Qualified,1,Registered,No,good
0 <= ... < 200 DM,24,Dues Remain,Television,1743,< 100 DM ,>7 Years,4,Male M/D,None,2,Building society,48,Own,2,Unskilled,1,None,No,good
No Acc,12,Dues Remain,Education,3565,Unknown,1 Year,2,Male M/D,None,1,Building society,37,Own,2,Unskilled,2,None,No,good
No Acc,15,Bank paid,Television,1569,100-500 DM,>7 Years,4,Male M/D,None,4,Others,34,Own,1,Unskilled,2,None,No,good
< 0 DM,18,Existing paid,Television,1936,Unknown,4-7 Years,2,Male S,None,4,Others,23,Rent,2,Unskilled,1,None,No,good
< 0 DM,36,Existing paid,Furniture,3959,< 100 DM ,Unemployed,4,Male M/D,None,3,Building society,30,Own,1,Highly Qualified,1,Registered,No,good
No Acc,12,Existing paid,New Car,2390,Unknown,>7 Years,4,Male M/D,None,3,Others,50,Own,1,Skilled,1,Registered,No,good
No Acc,12,Existing paid,Furniture,1736,< 100 DM ,4-7 Years,3,Female M/D,None,4,Real Estate,31,Own,1,Unskilled,1,None,No,good
< 0 DM,30,Existing paid,Old Car,3857,< 100 DM ,1-4 Years,4,Female S,None,4,Building society,40,Own,1,Highly Qualified,1,Registered,No,good
No Acc,12,Existing paid,Television,804,< 100 DM ,>7 Years,4,Male M/D,None,4,Others,38,Own,1,Skilled,1,None,No,good
< 0 DM,45,Existing paid,Television,1845,< 100 DM ,1-4 Years,4,Male M/D,None,4,Unknown,23,Free,1,Skilled,1,Registered,No,bad
0 <= ... < 200 DM,45,Dues Remain,Old Car,4576,100-500 DM,Unemployed,3,Male M/D,None,4,Others,27,Own,1,Skilled,1,None,No,good
